@timestamp,@version,capacity_bytes,date,failure,model,serial_number,lifetime,model_encoded
2018-01-12T08:59:21.812Z,0.0,0.5326532214943864,2016-01-12 22:00:00+00:00,0,ST4000DM000,Z302G5F6,0.005785702735282972,17
2018-01-12T12:09:39.928Z,0.0,0.35965180095381577,2016-02-28 22:00:00+00:00,0,WDC WD30EFRX,WD-WCC4N0933935,0.1494632107013148,39
2018-01-10T08:47:15.175Z,0.0,1.0,2016-12-23 22:00:00+00:00,1,ST8000DM002,ZA12B3RT,0.2510344827586206,23
2018-01-01T12:09:12.095Z,0.0,0.4900017258716266,2017-01-21 22:00:00+00:00,1,ST4000DM000,Z3023V3N,0.5324137931034482,17
2018-01-10T10:59:31.776Z,0.0,0.4797107361387693,2016-07-06 21:00:00+00:00,0,ST4000DM000,Z303XZ11,0.11307789165874271,17
2017-12-29T22:02:16.073Z,0.0,0.4965487472224045,2017-07-06 21:00:00+00:00,0,ST4000DM000,Z300YMVC,0.31946323049635184,17
2018-01-12T06:45:54.081Z,0.0,0.4900017258716266,2016-04-05 21:00:00+00:00,1,ST4000DM000,W300B34S,0.1296551724137931,17
2018-01-10T12:22:08.926Z,0.0,0.4798368617933873,2016-08-28 21:00:00+00:00,0,ST4000DM000,Z3029F6W,0.24873018788902634,17
2018-01-01T09:35:35.967Z,0.0,0.4900017258716266,2017-04-16 21:00:00+00:00,1,ST4000DM000,Z300GPMW,0.6482758620689654,17
2018-01-12T11:59:59.255Z,0.0,0.4681894690555459,2016-02-20 22:00:00+00:00,0,ST4000DM000,Z300GQ9R,0.03801951987804973,17
2017-12-29T23:22:25.819Z,0.0,0.45690010724940344,2017-08-23 21:00:00+00:00,0,ST4000DM000,Z30260M3,0.26452412236616046,17
2018-01-10T12:14:37.556Z,0.0,0.4900017258716266,2016-08-23 21:00:00+00:00,1,ST4000DM000,Z300KFN0,0.3227586206896551,17
2018-01-01T14:03:34.722Z,0.0,0.47455041153057703,2017-03-30 21:00:00+00:00,0,ST4000DM000,Z304NTQY,0.2087462456218128,17
2018-01-01T09:29:45.967Z,0.0,0.443960381209017,2017-04-13 21:00:00+00:00,0,ST4000DM000,S300Z5TJ,0.4497341154920027,17
2018-01-01T11:41:03.049Z,0.0,0.3263554970951044,2017-01-01 22:00:00+00:00,0,Hitachi HDS5C3030ALA630,MJ0351YNG9SZUA,0.32661043494824726,4
2018-01-12T07:49:28.246Z,0.0,0.01895142303973627,2016-05-25 21:00:00+00:00,0,ST320LT007,W0Q7G38T,0.06348606596606754,15
2018-01-12T12:32:09.836Z,0.0,0.3625021573395332,2016-03-20 22:00:00+00:00,1,Hitachi HDS5C3030ALA630,MJ0351YNG9Z5WA,0.1089655172413793,4
2018-01-01T10:07:48.326Z,0.0,0.4900017258716266,2017-05-05 21:00:00+00:00,1,ST4000DM000,S300YQ8S,0.6744827586206895,17
2018-02-15T06:39:18.522Z,0.0,1.0599157288204006,2017-10-08 21:00:00+00:00,0,ST8000DM002,ZA13R4BJ,0.12231465671862747,23
