@timestamp,@version,capacity_bytes,date,failure,model,serial_number,lifetime,model_encoded
2018-01-01T09:38:29.732Z,0.0,0.9999999999999999,2017-04-18 21:00:00+00:00,1,ST8000DM002,ZA11WTAK,0.41620111731843573,23
2018-01-01T09:38:01.463Z,0.0,0.011878343876276592,2017-04-18 21:00:00+00:00,1,ST250LM004 HN,S2T0J9ACB00405,0.659217877094972,10
2018-01-01T09:57:00.561Z,0.0,0.4900017258716266,2017-04-28 21:00:00+00:00,1,ST4000DM000,Z300GQJ1,0.6731843575418994,17
2018-01-01T09:45:45.712Z,0.0,0.9999999999999999,2017-04-20 21:00:00+00:00,1,ST8000DM002,ZA13QBYE,0.2206703910614525,23
2018-01-01T09:49:00.954Z,0.0,0.4900017258716266,2017-04-22 21:00:00+00:00,1,ST4000DM000,Z3040KMY,0.664804469273743,17
2018-01-01T09:54:40.751Z,0.0,0.4900017258716266,2017-04-26 21:00:00+00:00,1,ST4000DM000,W300DD6P,0.6703910614525139,17
2018-01-01T09:59:25.231Z,0.0,0.4900017258716266,2017-04-29 21:00:00+00:00,1,ST4000DM000,S300XBP0,0.6745810055865922,17
2018-01-01T10:00:03.164Z,0.0,0.4900017258716266,2017-04-30 21:00:00+00:00,1,ST4000DM000,Z305BNDZ,0.6759776536312849,17
2018-01-01T09:48:32.821Z,0.0,0.9999999999999999,2017-04-22 21:00:00+00:00,1,ST8000DM002,ZA12QCHW,0.2751396648044693,23
2018-01-01T09:13:19.327Z,0.0,0.4900017258716266,2017-04-04 21:00:00+00:00,1,HGST HMS5C4040BLE640,PL2331LAH46A7J,0.5027932960893855,2
2018-01-01T09:31:22.089Z,0.0,0.4900017258716266,2017-04-13 21:00:00+00:00,1,ST4000DM000,Z3059LJ1,0.6215083798882681,17
2018-01-01T09:35:12.935Z,0.0,0.4900017258716266,2017-04-16 21:00:00+00:00,1,ST4000DX000,Z1Z054BY,0.6564245810055866,20
2018-01-01T09:30:04.909Z,0.0,0.4900017258716266,2017-04-13 21:00:00+00:00,1,HGST HMS5C4040BLE640,PL1331LAHBSRGH,0.03491620111731844,2
2018-01-01T09:21:49.393Z,0.0,0.4900017258716266,2017-04-08 21:00:00+00:00,1,HGST HMS5C4040ALE640,PL1331LAGSE14H,0.6452513966480447,1
2018-01-01T09:29:39.918Z,0.0,0.4900017258716266,2017-04-12 21:00:00+00:00,1,ST4000DM000,Z305BAKB,0.5963687150837989,17
2018-01-01T09:34:46.476Z,0.0,0.4900017258716266,2017-04-16 21:00:00+00:00,1,ST4000DM000,Z300GQ7V,0.6564245810055866,17
2018-01-01T09:20:14.617Z,0.0,0.4900017258716266,2017-04-07 21:00:00+00:00,1,ST4000DM000,W300D26M,0.643854748603352,17
2018-01-01T09:23:30.574Z,0.0,0.4900017258716266,2017-04-09 21:00:00+00:00,1,ST4000DM000,Z3054HPN,0.5796089385474861,17
2018-01-01T09:30:58.762Z,0.0,0.4900017258716266,2017-04-13 21:00:00+00:00,1,ST4000DM000,Z300GZBV,0.6522346368715084,17
2018-01-01T09:33:51.310Z,0.0,0.4900017258716266,2017-04-15 21:00:00+00:00,1,ST4000DM000,Z3024W1C,0.6550279329608939,17
2018-01-01T09:14:06.779Z,0.0,0.4900017258716266,2017-04-05 21:00:00+00:00,1,ST4000DX000,Z1Z03J9E,0.6410614525139665,20
2018-01-01T10:07:19.672Z,0.0,0.4900017258716266,2017-05-05 21:00:00+00:00,1,ST4000DM000,Z304L9P8,0.6829608938547486,17
2018-01-01T10:06:52.702Z,0.0,0.4900017258716266,2017-05-04 21:00:00+00:00,1,ST4000DM000,Z3023X6K,0.6815642458100559,17
2018-01-01T10:10:33.557Z,0.0,0.4900017258716266,2017-05-07 21:00:00+00:00,1,ST4000DM000,Z302AKQS,0.6857541899441341,17
2018-01-01T10:12:23.701Z,0.0,0.4900017258716266,2017-05-08 21:00:00+00:00,1,Hitachi HDS5C4040ALE630,PL2311LAG1L4AC,0.6871508379888268,5
2018-01-01T10:18:32.637Z,0.0,0.4900017258716266,2017-05-12 21:00:00+00:00,1,HGST HMS5C4040BLE640,PL2331LAHBAP3J,0.45949720670391064,2
2018-01-01T10:17:49.741Z,0.0,0.4900017258716266,2017-05-12 21:00:00+00:00,1,ST4000DM000,Z305D2KE,0.638268156424581,17
2018-01-01T10:13:10.020Z,0.0,0.4900017258716266,2017-05-09 21:00:00+00:00,1,ST4000DM000,W300J8DX,0.6885474860335196,17
2018-01-01T10:10:51.144Z,0.0,0.4900017258716266,2017-05-07 21:00:00+00:00,1,ST4000DM000,Z300TXH6,0.6857541899441341,17
2018-01-01T10:10:59.993Z,0.0,0.4900017258716266,2017-05-07 21:00:00+00:00,1,ST4000DM000,Z3015SZN,0.6857541899441341,17
2018-01-01T10:50:23.320Z,0.0,0.4900017258716266,2017-06-02 21:00:00+00:00,1,HGST HMS5C4040BLE640,PL1331LAHBS6NH,0.4888268156424581,2
2018-01-01T10:50:28.521Z,0.0,0.7450008629358132,2017-06-02 21:00:00+00:00,1,ST6000DX000,Z4D084X3,0.7220670391061452,22
2018-01-01T10:51:10.343Z,0.0,0.4900017258716266,2017-06-03 21:00:00+00:00,1,ST4000DM000,Z304KBXJ,0.723463687150838,17
2018-01-01T10:51:03.372Z,0.0,0.4900017258716266,2017-06-03 21:00:00+00:00,1,ST4000DM000,Z304JW3S,0.723463687150838,17
2018-01-01T10:38:24.651Z,0.0,0.4900017258716266,2017-05-25 21:00:00+00:00,1,ST4000DM000,Z300GZ1R,0.7108938547486033,17
2018-01-01T10:38:24.556Z,0.0,0.4900017258716266,2017-05-25 21:00:00+00:00,1,ST4000DM000,Z3027GDY,0.7108938547486033,17
2018-01-01T10:31:01.169Z,0.0,0.4900017258716266,2017-05-20 21:00:00+00:00,1,ST4000DM000,Z305NSS5,0.5893854748603352,17
2018-01-01T10:39:31.556Z,0.0,0.4900017258716266,2017-05-26 21:00:00+00:00,1,ST4000DX000,Z1Z059JQ,0.7122905027932961,20
2018-01-01T10:23:21.197Z,0.0,0.4900017258716266,2017-05-15 21:00:00+00:00,1,ST4000DM000,Z305D2BM,0.6298882681564246,17
2018-01-01T10:26:59.567Z,0.0,0.4900017258716266,2017-05-17 21:00:00+00:00,1,ST4000DM000,Z30260WC,0.6997206703910615,17
2018-01-01T10:32:31.004Z,0.0,0.4900017258716266,2017-05-21 21:00:00+00:00,1,ST4000DM000,Z30262K4,0.7053072625698324,17
2018-01-01T10:32:13.941Z,0.0,0.4900017258716266,2017-05-21 21:00:00+00:00,1,ST4000DM000,Z305GWPW,0.6354748603351955,17
2018-01-01T10:53:31.445Z,0.0,0.4900017258716266,2017-06-04 21:00:00+00:00,1,ST4000DM000,W30088ZB,0.7248603351955307,17
